store_id,product_id,date,sales_quantity,is_promo
9,2521,2019-09-16,0.0,0
111,3338,2018-10-11,0.0,0
118,3141,2018-01-15,0.0,0
45,3030,2018-03-19,0.0,0
64,2270,2018-03-01,0.0,0
130,175,2017-05-03,4.0,0
65,2393,2019-06-02,0.0,1
84,243,2018-10-12,0.0,0
38,2883,2017-02-03,0.0,0
109,3128,2018-07-12,0.0,0
55,2108,2019-09-15,0.0,0
120,1871,2018-09-26,0.0,0
53,784,2017-10-17,0.0,0
85,962,2017-05-05,3.0,0
53,1024,2018-07-11,0.0,0
124,1881,2017-09-07,0.0,0
132,1346,2017-11-13,0.0,0
19,3084,2019-09-15,0.0,0
55,2075,2019-12-16,0.0,0
7,528,2017-06-02,0.0,0
22,1187,2018-04-10,0.0,0
7,1493,2018-06-01,0.0,0
131,1971,2017-03-19,0.0,0
51,2462,2019-06-14,0.0,0
60,399,2018-08-29,1.0,0
135,2260,2018-08-10,0.0,0
130,2990,2018-09-16,0.0,0
1,3468,2018-03-23,1.0,0
55,681,2018-03-26,0.0,0
18,1471,2018-12-12,0.0,0
121,2554,2017-06-15,0.0,0
131,864,2019-07-28,0.0,0
111,819,2018-09-26,0.0,0
64,1604,2017-09-24,0.0,0
38,2616,2017-07-12,0.0,0
64,1970,2018-07-01,0.0,0
118,695,2018-08-06,0.0,0
1,3328,2017-01-20,2.0,1
9,2771,2018-02-20,0.0,0
38,474,2019-01-02,0.0,0
120,1733,2018-01-22,0.0,0
102,2057,2017-05-05,0.0,0
94,1728,2018-11-14,0.0,0
60,3328,2017-11-08,0.0,0
135,3267,2019-03-22,0.0,0
4,723,2017-09-29,0.0,0
109,3657,2017-11-02,0.0,0
55,3423,2019-09-30,0.0,0
118,273,2017-08-11,0.0,0
64,1050,2019-12-05,0.0,0
68,939,2018-07-30,0.0,0
35,2276,2019-08-31,0.0,1
46,2424,2019-06-24,0.0,0
35,1112,2018-04-26,0.0,0
115,2430,2019-07-20,0.0,0
38,1521,2019-09-30,0.0,0
94,976,2018-09-22,0.0,0
60,3635,2017-08-12,0.0,0
7,1455,2019-07-21,1.0,0
135,2170,2018-03-28,0.0,0
72,373,2019-09-30,0.0,0
26,3110,2019-08-29,0.0,1
102,1821,2017-10-22,0.0,0
26,1633,2019-07-05,0.0,0
94,1087,2019-10-03,0.0,0
121,641,2018-10-29,0.0,0
94,1035,2018-08-13,2.0,0
4,3629,2019-07-16,1.0,0
102,220,2018-07-29,0.0,0
53,2724,2018-10-25,1.0,0
55,782,2017-02-03,0.0,0
38,2736,2019-04-26,1.0,0
7,3305,2018-11-24,1.0,0
46,57,2019-03-13,0.0,0
35,2368,2018-10-25,0.0,0
109,3649,2018-09-11,0.0,0
18,705,2019-09-09,0.0,0
109,3068,2018-08-23,0.0,0
87,905,2018-12-23,0.0,0
55,133,2018-10-28,0.0,0
85,1990,2019-07-24,2.0,0
26,1034,2018-08-07,0.0,0
55,725,2017-03-18,3.0,1
55,3215,2018-04-08,0.0,0
7,1648,2018-01-29,0.0,0
53,3513,2019-06-11,1.0,0
22,281,2018-06-14,0.0,1
115,2906,2019-04-23,0.0,1
85,2579,2019-03-01,0.0,0
111,1544,2019-04-22,0.0,0
19,600,2018-01-02,0.0,0
1,3125,2018-10-29,8.0,0
55,174,2017-10-16,0.0,0
1,1881,2017-11-21,0.0,0
135,2033,2018-05-25,0.0,0
87,2128,2018-02-06,0.0,0
43,443,2019-06-26,1.0,0
102,3005,2017-06-11,0.0,0
130,578,2018-09-09,1.0,0
109,1567,2018-07-26,0.0,0
26,1905,2018-12-31,0.0,1
91,3014,2019-06-15,1.0,0
121,3208,2018-08-28,2.0,0
65,1655,2017-04-06,0.0,0
65,3125,2019-02-22,0.0,0
38,3241,2019-11-09,0.0,0
94,2964,2017-05-26,4.0,0
38,219,2018-11-11,0.0,0
131,1045,2019-03-23,0.0,0
111,68,2018-09-04,0.0,0
51,889,2018-09-08,0.0,0
94,1181,2017-10-20,0.0,0
118,3358,2018-07-16,0.0,0
9,129,2018-04-11,0.0,0
118,2774,2017-04-27,1.0,0
35,2930,2018-02-26,0.0,0
1,1713,2018-06-05,1.0,1
55,2503,2019-07-10,0.0,0
7,2472,2018-01-12,0.0,0
1,2245,2018-07-31,0.0,0
111,2447,2018-11-07,0.0,0
65,3022,2017-09-04,0.0,0
91,1791,2018-09-14,1.0,1
131,2430,2019-06-28,0.0,1
19,3583,2019-06-23,0.0,0
94,1724,2018-01-05,0.0,0
4,3549,2017-06-24,0.0,0
38,3213,2018-08-05,4.0,0
18,574,2019-06-04,0.0,0
94,889,2017-07-19,0.0,0
60,960,2019-07-28,3.0,0
132,2541,2017-06-28,0.0,0
30,2875,2019-08-11,0.0,0
131,513,2018-02-22,0.0,0
35,2074,2017-08-25,2.0,0
85,1364,2018-07-24,0.0,0
131,919,2019-12-01,0.0,0
87,1435,2019-10-19,0.0,0
64,2373,2017-12-22,1.0,0
131,1469,2019-11-11,0.0,0
135,1002,2018-02-15,0.0,0
51,1198,2017-01-03,0.0,0
7,1015,2017-08-19,0.0,0
43,2662,2019-07-08,0.0,0
19,3644,2017-12-04,1.0,0
111,2280,2018-08-19,0.0,0
102,543,2018-04-07,0.0,0
30,953,2017-02-05,0.0,0
83,1470,2019-09-17,0.0,0
94,1563,2017-07-02,0.0,0
135,74,2017-11-15,0.0,0
45,3084,2018-07-09,0.0,0
118,2025,2017-01-18,0.0,0
132,1535,2019-04-13,0.0,0
109,253,2017-11-19,0.0,0
64,2204,2018-01-24,0.0,0
35,2395,2018-07-19,0.0,0
135,3267,2019-10-25,0.0,0
30,3323,2019-09-20,0.0,0
64,896,2019-04-14,1.0,0
30,849,2018-02-27,0.0,0
85,2436,2019-08-17,0.0,0
130,3030,2018-10-21,11.0,0
1,1950,2019-04-06,1.0,0
135,2956,2017-02-03,0.0,0
111,2626,2019-02-04,0.0,0
4,3653,2019-02-10,0.0,0
120,3399,2017-12-18,0.0,0
109,3358,2017-04-25,0.0,0
131,116,2018-05-02,0.0,0
94,1643,2018-10-17,0.0,0
65,924,2017-07-02,0.0,0
83,1720,2019-05-19,2.0,0
38,800,2017-07-11,0.0,0
64,1791,2019-08-22,0.0,0
46,3476,2018-07-08,0.0,0
126,874,2017-05-29,0.0,0
115,300,2018-05-23,0.0,1
19,2385,2018-07-19,0.0,0
7,2873,2017-04-12,0.0,0
94,1610,2018-09-13,7.0,0
1,1218,2018-06-16,0.0,0
94,3393,2018-02-17,0.0,0
30,398,2018-02-19,0.0,0
4,841,2019-12-24,0.0,1
130,1250,2019-08-14,0.0,0
4,2219,2019-11-24,0.0,0
94,2395,2018-02-16,7.0,0
30,1566,2018-03-28,0.0,0
135,2138,2018-04-22,0.0,0
102,2733,2019-01-05,0.0,0
35,2842,2017-10-20,0.0,0
45,21,2019-04-25,0.0,0
111,893,2018-08-22,0.0,0
94,2310,2018-08-22,0.0,1
65,1928,2018-10-01,2.0,0
65,2653,2017-02-15,3.0,0
1,2693,2018-02-18,2.0,0
102,815,2017-09-03,0.0,0
120,2670,2019-08-04,0.0,0
18,2170,2018-08-21,0.0,0
135,1176,2018-06-20,0.0,0
57,203,2017-06-01,0.0,0
131,277,2017-09-23,0.0,0
72,986,2018-01-08,0.0,0
131,2062,2019-08-25,23.0,0
130,2918,2019-06-20,0.0,0
7,3555,2017-12-09,0.0,0
26,141,2017-08-12,6.0,0
65,1024,2017-10-31,2.0,0
22,3640,2018-06-21,0.0,0
118,2673,2019-01-22,0.0,0
111,1280,2018-11-17,0.0,0
135,2901,2017-10-07,0.0,0
94,2897,2017-09-09,0.0,0
45,1605,2017-04-13,0.0,0
64,2027,2019-03-12,0.0,0
109,2617,2018-08-16,0.0,0
109,72,2017-03-02,0.0,0
55,752,2018-08-28,0.0,0
120,3460,2017-10-14,0.0,0
18,2727,2017-03-02,0.0,0
38,1029,2018-12-22,0.0,0
22,1837,2017-06-22,3.0,1
1,789,2017-07-29,0.0,0
60,2772,2018-09-08,0.0,0
1,1052,2018-07-09,0.0,0
118,2200,2017-03-08,0.0,0
64,932,2017-05-10,0.0,0
22,1969,2018-08-09,0.0,0
94,1775,2019-12-01,0.0,0
4,2529,2017-03-21,0.0,0
43,1314,2018-04-23,4.0,0
94,978,2017-06-02,0.0,0
58,339,2019-12-28,1.0,0
35,2461,2018-02-01,0.0,0
65,558,2019-02-07,0.0,0
4,370,2019-07-18,1.0,0
35,1179,2019-10-19,0.0,0
83,2443,2018-08-31,0.0,0
85,3182,2018-06-30,1.0,0
64,756,2019-11-10,0.0,0
68,1186,2019-12-13,5.0,0
43,2074,2018-09-07,1.0,0
60,3320,2017-12-28,0.0,1
102,1063,2019-03-24,0.0,0
135,1255,2017-11-20,3.0,1
85,1685,2018-08-05,1.0,0
72,2589,2018-10-27,0.0,0
64,2306,2019-07-02,0.0,0
132,2622,2018-03-21,0.0,1
68,2957,2017-07-20,0.0,0
30,2260,2018-11-16,0.0,0
94,161,2019-09-05,8.0,1
131,3526,2019-02-03,0.0,1
4,141,2019-07-25,0.0,0
7,2244,2019-09-15,0.0,0
1,2775,2018-08-01,1.0,0
130,643,2018-07-15,0.0,0
30,2415,2019-10-13,1.0,0
57,438,2019-09-07,0.0,0
124,2951,2019-11-30,0.0,0
102,1831,2019-07-16,0.0,0
124,7,2019-01-28,1.0,1
9,2159,2018-05-12,0.0,1
132,3533,2019-06-24,0.0,0
130,2315,2019-12-05,0.0,0
94,699,2018-07-17,0.0,0
7,2409,2017-07-19,0.0,0
135,2401,2019-08-04,0.0,0
18,356,2018-07-07,0.0,0
135,990,2019-04-17,0.0,0
94,1975,2018-08-30,4.0,0
111,1862,2018-12-16,0.0,0
64,268,2017-10-22,0.0,0
87,3455,2019-10-06,0.0,0
131,1479,2018-04-07,0.0,0
26,3301,2019-09-05,1.0,1
9,1603,2018-04-29,0.0,0
7,3151,2017-07-29,5.0,1
130,1593,2019-01-13,0.0,0
61,1797,2018-02-02,0.0,0
132,1360,2017-12-09,0.0,0
131,2750,2017-05-26,0.0,0
84,2978,2017-08-05,0.0,1
90,2406,2019-02-03,0.0,0
30,2699,2017-04-20,2.0,0
22,3625,2019-12-16,0.0,0
9,3042,2017-09-26,0.0,0
107,3384,2017-03-24,0.0,0
46,2317,2018-03-11,0.0,0
30,410,2017-12-02,3.0,0
57,1948,2018-03-02,0.0,0
131,2386,2018-04-16,0.0,0
130,2082,2017-04-04,2.0,0
43,1167,2017-01-29,0.0,0
4,3093,2017-04-16,0.0,0
65,158,2017-07-03,1.0,0
46,3377,2017-08-16,0.0,0
53,2243,2019-09-04,0.0,0
19,2886,2019-12-04,0.0,0
102,300,2019-11-03,0.0,0
68,110,2019-11-25,2.0,0
22,2905,2018-06-11,7.0,1
64,3223,2018-08-31,0.0,0
35,3501,2019-01-18,0.0,0
132,62,2019-06-13,0.0,0
94,693,2018-08-12,3.0,0
46,3146,2019-12-27,0.0,0
132,2516,2017-07-10,0.0,0
131,3345,2019-10-26,0.0,0
121,2007,2019-02-13,0.0,1
72,115,2017-06-01,0.0,0
43,1669,2018-08-27,0.0,0
1,1031,2019-06-30,0.0,0
35,65,2017-05-28,2.0,1
94,544,2019-06-26,0.0,0
64,2288,2017-11-18,0.0,0
64,1876,2018-05-27,0.0,0
65,1455,2019-03-06,0.0,0
51,3301,2017-01-10,1.0,0
18,545,2018-08-28,0.0,0
1,1332,2018-11-10,0.0,0
131,2462,2018-04-17,1.0,0
109,3527,2017-01-03,1.0,0
19,10,2019-04-27,0.0,0
135,3153,2019-09-23,3.0,0
130,3203,2019-11-21,2.0,0
84,2017,2019-09-27,0.0,0
111,1630,2018-06-18,0.0,0
111,226,2018-11-30,0.0,0
102,831,2019-12-11,0.0,0
53,1068,2019-05-24,0.0,0
87,1983,2018-06-06,2.0,1
35,1860,2018-11-30,0.0,0
121,1727,2019-06-30,3.0,1
72,1723,2017-07-23,0.0,0
94,2047,2019-03-02,0.0,0
4,3134,2019-08-18,0.0,0
30,2592,2019-11-14,0.0,0
35,2653,2017-12-29,4.0,0
65,2685,2018-04-09,1.0,0
64,990,2019-10-17,0.0,0
43,916,2019-05-24,0.0,0
4,3236,2019-11-02,2.0,0
64,2356,2017-11-17,0.0,0
4,1866,2019-02-05,0.0,0
1,1314,2018-10-28,2.0,0
107,1903,2018-06-01,0.0,0
87,620,2018-11-19,0.0,0
35,49,2018-03-04,0.0,1
126,1593,2017-04-05,0.0,0
38,3090,2019-01-12,1.0,0
46,1615,2018-09-17,0.0,0
72,2081,2017-02-27,0.0,0
94,237,2018-05-31,0.0,0
84,2934,2017-10-11,2.0,0
131,3133,2018-02-20,0.0,0
87,3652,2017-04-01,0.0,0
9,3075,2017-12-23,0.0,0
7,3297,2018-11-19,0.0,0
131,3158,2019-04-19,0.0,0
109,2680,2018-02-16,0.0,0
72,3167,2018-08-31,0.0,0
111,3536,2019-09-07,0.0,0
55,2494,2017-04-13,7.0,0
124,1315,2019-09-22,0.0,0
131,1039,2018-03-01,0.0,0
57,3630,2019-07-26,0.0,0
38,2007,2017-04-01,1.0,0
109,2660,2018-11-01,0.0,0
35,2542,2018-07-30,0.0,0
30,3424,2017-07-26,0.0,0
18,2651,2019-07-13,0.0,0
102,2806,2018-11-22,0.0,0
87,3628,2018-05-30,1.0,0
22,1876,2018-10-13,0.0,0
65,2554,2019-05-03,0.0,0
22,1352,2017-05-07,0.0,0
35,879,2019-05-25,0.0,0
130,3623,2019-01-26,0.0,1
131,3341,2017-03-04,0.0,1
26,2128,2018-05-24,0.0,0
64,1472,2017-11-15,0.0,0
131,1873,2019-03-25,0.0,0
94,2142,2018-08-08,0.0,0
60,2058,2018-01-04,1.0,0
135,1290,2018-12-24,0.0,0
1,868,2019-03-19,0.0,0
118,22,2017-03-16,0.0,0
135,1223,2017-02-05,1.0,0
22,2753,2019-04-03,0.0,0
1,1701,2017-12-12,2.0,0
85,3203,2018-04-10,0.0,0
60,555,2018-07-31,2.0,0
7,641,2017-09-22,0.0,0
102,1401,2018-03-17,0.0,0
124,1624,2019-06-15,0.0,0
83,3574,2019-08-11,0.0,0
1,708,2018-03-23,0.0,0
107,2545,2019-09-07,0.0,0
4,174,2019-12-28,0.0,1
35,719,2018-08-19,0.0,0
107,3328,2017-01-29,10.0,0
38,1539,2018-06-12,0.0,1
38,2462,2019-07-13,0.0,0
43,1714,2019-08-08,0.0,0
19,3236,2019-08-27,0.0,0
64,3634,2018-03-29,0.0,0
135,3386,2018-01-31,0.0,0
35,1225,2018-10-01,0.0,0
35,2290,2017-01-30,0.0,0
118,194,2018-05-26,0.0,0
109,2705,2019-02-15,0.0,0
35,1024,2018-01-22,0.0,0
38,2975,2017-12-17,0.0,0
102,995,2017-09-19,0.0,0
19,2376,2018-05-16,0.0,0
26,2649,2019-02-25,1.0,0
22,3470,2018-02-09,1.0,1
109,3128,2018-07-11,2.0,0
124,3175,2018-08-01,0.0,0
53,2289,2019-12-06,0.0,0
51,3526,2018-03-29,0.0,0
26,2450,2019-10-01,2.0,0
22,1930,2019-10-20,0.0,1
1,498,2019-09-01,1.0,0
132,862,2018-01-11,0.0,0
30,903,2018-03-04,0.0,0
46,913,2018-02-08,0.0,0
51,300,2019-07-03,0.0,0
35,2092,2017-02-01,1.0,0
68,2823,2018-07-11,0.0,0
130,3346,2017-12-26,0.0,0
126,722,2019-06-19,0.0,0
132,2416,2018-03-21,1.0,1
85,3306,2017-07-26,3.0,0
35,839,2018-07-26,0.0,0
94,784,2019-01-06,14.0,0
1,680,2018-10-03,0.0,0
135,1476,2019-07-31,0.0,0
30,3134,2018-11-11,0.0,1
9,379,2017-12-12,0.0,0
1,2585,2017-11-11,1.0,0
94,2028,2018-12-14,1.0,1
111,3072,2018-02-25,0.0,0
135,1969,2019-09-01,0.0,0
94,1708,2018-11-14,0.0,0
102,3133,2017-11-16,7.0,0
7,2987,2019-06-20,0.0,0
102,2444,2017-04-28,7.0,0
18,5,2019-07-27,0.0,0
135,3614,2018-07-08,2.0,0
135,2790,2019-12-08,2.0,0
22,3202,2017-02-28,0.0,0
18,131,2018-09-24,0.0,0
7,3476,2017-05-27,0.0,0
46,2711,2019-10-26,0.0,0
38,595,2018-09-24,3.0,0
94,2699,2018-04-29,0.0,0
35,2867,2018-08-01,0.0,0
7,3133,2018-02-12,2.0,0
131,1398,2017-03-09,0.0,0
7,2897,2017-06-28,0.0,0
64,839,2017-02-13,0.0,0
7,1605,2019-10-25,0.0,0
64,1694,2018-01-14,2.0,0
46,188,2019-05-26,0.0,0
131,2360,2017-11-22,1.0,0
109,2694,2019-04-01,0.0,0
83,2450,2017-08-15,0.0,0
4,2746,2019-07-10,0.0,0
131,2846,2018-07-23,0.0,0
1,49,2019-09-24,1.0,0
18,911,2018-01-18,0.0,0
45,2736,2018-03-23,0.0,0
135,1445,2018-09-23,0.0,0
55,2984,2017-11-18,0.0,1
26,184,2018-12-07,3.0,0
30,3148,2018-05-04,0.0,0
65,2345,2017-07-26,2.0,0
18,121,2019-11-22,0.0,0
130,1311,2019-01-31,1.0,1
131,1644,2019-11-18,0.0,0
94,3222,2017-11-01,1.0,0
91,646,2018-11-26,0.0,0
83,623,2018-08-18,0.0,1
30,3617,2019-01-18,1.0,0
18,765,2017-11-21,0.0,0
35,3388,2019-03-24,0.0,0
109,2415,2017-04-07,0.0,0
4,787,2018-12-03,0.0,0
7,2375,2017-07-03,0.0,0
46,1065,2018-12-30,0.0,0
35,3517,2017-10-23,0.0,0
130,962,2017-04-09,0.0,0
130,700,2019-08-08,0.0,0
53,780,2017-02-21,0.0,0
64,463,2018-09-15,0.0,0
18,1889,2017-04-12,0.0,0
19,2736,2019-07-18,0.0,0
4,3142,2019-06-06,0.0,0
38,3049,2019-05-25,0.0,0
57,2070,2019-03-27,0.0,0
68,2450,2018-11-11,0.0,0
4,374,2018-07-17,0.0,0
51,829,2017-06-02,0.0,0
64,790,2018-04-24,0.0,0
102,2436,2017-07-29,1.0,1
55,2934,2017-01-03,0.0,0
135,2108,2019-02-13,0.0,0
7,1319,2017-12-09,0.0,0
132,3591,2018-10-09,0.0,0
45,1329,2018-10-20,0.0,1
91,2016,2017-08-19,0.0,0
3,1172,2019-06-08,2.0,0
107,2537,2017-06-16,0.0,0
1,2153,2018-05-28,0.0,0
30,1837,2018-03-16,0.0,0
131,1338,2018-05-10,0.0,0
60,3128,2019-12-07,0.0,0
84,1894,2018-06-27,2.0,0
9,2002,2018-09-17,0.0,0
135,1605,2018-05-02,0.0,0
60,337,2019-03-02,4.0,0
30,2854,2018-07-03,2.0,0
30,3294,2017-11-19,0.0,0
19,3016,2018-09-28,0.0,0
87,2543,2018-02-10,0.0,0
84,1624,2018-08-27,0.0,0
38,2075,2018-06-07,1.0,0
94,3149,2018-09-16,1.0,0
4,2472,2019-10-11,0.0,0
131,2154,2019-06-29,0.0,0
64,1456,2018-03-07,0.0,0
115,1605,2017-03-08,9.0,0
7,2623,2019-07-03,1.0,0
102,1080,2017-10-11,0.0,0
131,3142,2019-01-02,0.0,0
19,956,2017-11-21,0.0,0
131,1727,2018-03-21,1.0,0
35,1502,2018-03-24,0.0,0
94,3207,2018-04-01,0.0,0
91,1998,2017-05-02,1.0,0
4,999,2018-12-24,0.0,0
68,377,2018-08-03,2.0,0
18,2956,2017-02-03,0.0,0
91,1231,2018-05-27,0.0,0
85,197,2018-02-23,0.0,0
55,2614,2018-06-19,0.0,0
4,182,2018-06-14,3.0,0
